% University Website Quality - CSE 4112 Machine Learning Laboratory, KUET
%
% 1225 university landing pages, 71 predictive attributes.
% 60 attributes are nominal {0,1} presence flags; 11 are numeric counts, percentages, ratios or z-scores.
% Identifier columns (uni_id, name, url, country, region) are excluded on purpose so no
% model can memorise a university; index_*.csv maps instance number back to the name.
% All 22 Bangladeshi universities are in the test split and none is in train.
% There are no missing values: they were imputed during dataset construction and every
% imputed column carries a companion *_was_missing flag.
%
% Relation: website_grade_all_named
% Instances: 1225
% Target attribute: grade (nominal, worst to best: F < D < C < B < A < A+)
%
% Attribute 1 is the university name, present only so Weka can label its
% predictions. It must NOT reach the model: wrap the scheme in
%   weka.classifiers.meta.FilteredClassifier
%     -F "weka.filters.unsupervised.attribute.Remove -R 1"
% and set 'Output predictions' to also output attribute 1.

@relation website_grade_all_named

@attribute university string
@attribute a01_logo {0,1}
@attribute a02_primary_nav {0,1}
@attribute a03_nav_item_count numeric
@attribute a04_search_bar {0,1}
@attribute a05_language_toggle {0,1}
@attribute a06_breadcrumb {0,1}
@attribute a07_qs_badge {0,1}
@attribute a09_national_rank {0,1}
@attribute a11_accreditation {0,1}
@attribute a12_accred_count numeric
@attribute a13_achievements {0,1}
@attribute a14_stats_block {0,1}
@attribute a15_stat_item_count numeric
@attribute a16_notice_board {0,1}
@attribute a17_notice_timestamp {0,1}
@attribute a20_news_events {0,1}
@attribute a21_calendar_link {0,1}
@attribute a22_admission_notice {0,1}
@attribute a23_upcoming_events {0,1}
@attribute a24_event_count numeric
@attribute a25_event_images {0,1}
@attribute a26_event_captions {0,1}
@attribute a27_event_datetime {0,1}
@attribute a28_contests {0,1}
@attribute a29_video_content {0,1}
@attribute a30_image_gallery {0,1}
@attribute a31_social_feed_embed {0,1}
@attribute a32_vision_mission {0,1}
@attribute a33_about_blurb {0,1}
@attribute a34_department_links {0,1}
@attribute a35_faculty_link {0,1}
@attribute a36_research_highlight {0,1}
@attribute a37_programs_listing {0,1}
@attribute a38_scholarship {0,1}
@attribute a39_library_link {0,1}
@attribute a40_career_link {0,1}
@attribute a41_alumni_link {0,1}
@attribute a42_faq_link {0,1}
@attribute a43_contact_link {0,1}
@attribute a44_student_portal {0,1}
@attribute a45_prospectus {0,1}
@attribute a46_admissions_policy {0,1}
@attribute a47_footer_contact {0,1}
@attribute a48_footer_sitemap {0,1}
@attribute a49_copyright_line {0,1}
@attribute a50_social_links {0,1}
@attribute a51_quick_links {0,1}
@attribute a53_contrast_ratio numeric
@attribute a53_contrast_ratio_was_missing {0,1}
@attribute a54_banner_carousel {0,1}
@attribute a57_logo_prominence {0,1}
@attribute a58_live_chat {0,1}
@attribute a59_feedback_form {0,1}
@attribute a60_trust_seal {0,1}
@attribute a61_testimonials {0,1}
@attribute a63_mobile_score numeric
@attribute a65_https {0,1}
@attribute a66_broken_links numeric
@attribute a67_gzip {0,1}
@attribute a69_title_meta {0,1}
@attribute a70_favicon {0,1}
@attribute a71_sitemap_robots {0,1}
@attribute a72_alt_text_pct numeric
@attribute a72_alt_text_pct_was_missing {0,1}
@attribute a73_accessible_design {0,1}
@attribute a74_a11y_toggle {0,1}
@attribute a75_bookmark {0,1}
@attribute broken_links_log numeric
@attribute load_time_z_region numeric
@attribute notice_recency_days numeric
@attribute notice_recency_days_was_missing {0,1}
@attribute grade {F,D,C,B,A,'A+'}

@data
'Tezpur University',1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,16.97,0,1,0,0,0,0,0,20,1,3,0,1,1,1,48.9,0,0,1,0,1.38629,-0.699305,0,0,D
'All India Institute of Medical Sciences Delhi',1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,10.86,0,1,1,0,0,0,0,20,1,0,1,0,0,0,22,0,0,1,0,0,-0.468904,314,0,D
'University of Calicut',0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,12.63,0,1,0,0,0,0,0,75,1,0,1,1,1,0,73.2,0,1,0,0,0,-0.643253,0,0,D
'Nelson Mandela University',1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,15.43,0,1,0,0,0,0,1,75,1,0,1,1,1,0,0,0,0,0,0,0,1.2419,0,0,D
'University of Lodz',1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,19.34,0,1,0,0,0,0,0,75,1,4,1,0,0,0,100,0,1,1,0,1.60944,0.146994,3650,1,D
'Mansoura University',1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,12.63,0,1,1,0,0,0,0,75,1,0,1,1,1,1,50.6,0,1,1,0,0,-0.616636,5,0,D
'University of Silesia in Katowice',1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,13.65,0,1,1,0,0,0,0,90,1,0,1,1,1,0,100,0,1,1,0,0,1.29436,71,0,D
'Silesian University of Technology',1,0,0,1,1,0,0,1,1,0,1,1,10,1,1,1,0,1,1,20,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,15.43,0,1,1,0,0,0,0,90,1,0,1,1,1,0,60.1,0,1,1,0,0,-0.217906,1,0,D
'Vrije Universiteit Amsterdam',1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,11.04,0,1,0,0,0,0,0,75,1,0,0,1,1,0,0,0,1,1,0,0,0.892235,0,0,D
'NIT Karnataka Surathkal',1,0,0,1,0,0,1,1,1,1,1,1,10,1,1,1,1,1,1,20,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,14.55,0,1,1,0,0,1,0,75,1,0,1,0,1,1,29.6,0,1,1,0,0,-0.799678,0,0,D
'Cochin University of Science and Technology',1,0,0,0,0,0,0,1,1,1,1,1,10,0,1,1,0,1,1,16,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,12.63,0,1,0,1,0,0,0,75,1,0,1,1,1,0,19.5,0,1,0,0,0,-0.794953,0,0,D
'Osmania University',1,0,0,1,0,0,0,1,1,2,1,1,10,1,1,1,1,1,1,9,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,9.74,0,1,1,1,0,0,0,75,1,0,0,0,0,0,20,0,1,1,0,0,0.4659,0,0,D
'O.P. Jindal Global University',1,0,0,1,0,0,0,1,1,1,1,1,10,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,12.63,0,1,1,1,0,0,0,75,1,0,1,1,1,1,98.2,0,1,0,0,0,0.0508841,3650,1,D
'Amrita Vishwa Vidyapeetham',1,0,0,1,0,0,0,1,1,3,1,1,10,0,1,1,1,1,1,14,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,21,0,1,1,0,0,0,0,75,1,0,1,1,1,1,96,0,1,1,0,0,0.127141,0,0,D
'University of Calcutta',1,0,0,0,0,0,0,1,1,1,1,1,6,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,19.11,0,1,1,0,0,0,0,75,1,1,0,0,1,0,1.2,0,1,0,0,0.693147,-0.717392,3650,1,D
'Birla Institute of Technology and Science Pilani',1,0,0,1,0,0,0,1,1,1,1,1,9,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,15.43,0,1,1,0,1,0,0,90,1,2,1,1,1,1,50.5,0,1,0,0,1.09861,0.0279092,359,0,D
'Dongguk University',1,0,0,1,0,0,0,1,0,0,1,1,3,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,21,0,1,0,0,0,1,0,75,1,3,1,1,1,1,24.4,0,1,0,0,1.38629,-0.233683,221,0,D
'Universitas Negeri Yogyakarta',1,0,0,1,0,0,0,0,1,1,1,1,4,0,1,1,0,1,1,2,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4.54,0,1,1,0,0,0,0,75,1,0,1,0,1,1,60,0,1,0,0,0,0.416874,8,0,D
'Indian Institute of Technology Roorkee',1,0,0,0,0,0,0,1,0,0,1,1,8,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,21,0,1,0,0,0,1,0,75,1,0,1,1,0,0,65.3,0,0,1,0,0,0.0991153,42,0,D
'Savitribai Phule Pune University',1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1.38,0,0,0,0,0,0,0,0,1,2,1,1,1,1,63.6,0,1,0,0,1.09861,-0.820372,3650,1,D
'Taylor\'s University',1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,16.3,0,1,1,1,0,0,0,75,1,0,1,1,1,1,96.2,0,1,0,0,0,-0.27201,3650,1,D
'Multimedia University',1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,12.63,0,1,1,1,0,1,0,90,1,0,1,1,1,1,40.8,0,1,0,0,0,-0.50739,3650,1,D
'Universiti Teknologi MARA',1,0,0,1,1,0,1,1,1,1,1,1,7,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,2.85,0,1,1,0,0,0,0,90,1,1,0,1,1,0,93.8,0,1,1,0,0.693147,-0.297494,0,0,D
'King Mongkut\'s University of Technology Thonburi',1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,11.49,0,1,1,0,0,0,0,75,1,0,1,1,1,1,24.1,0,1,0,0,0,-0.307327,188,0,D
'University of the Free State',1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,12.63,0,1,0,0,0,0,0,75,1,0,0,1,1,0,66.7,0,1,0,0,0,0.820465,3650,1,D
'Rhodes University',1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,5.33,0,0,1,0,0,0,0,75,1,2,1,1,0,1,50,0,1,0,0,1.09861,-0.691948,3650,1,D
'Nankai University',1,0,0,1,1,0,0,0,0,0,1,1,10,0,1,1,0,1,1,3,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,21,0,1,0,0,0,0,0,75,1,2,1,0,0,0,0,0,0,0,0,1.09861,-0.141979,35,0,D
'Tianjin University',1,0,0,1,1,0,0,0,1,1,1,1,10,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,21,0,1,0,0,0,0,0,75,0,2,1,1,0,0,0.6,0,1,0,0,1.09861,0.00751692,1,0,D
'Mapua University',1,0,0,0,0,0,1,1,1,1,1,1,9,1,1,1,1,1,1,5,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,17.93,0,1,1,1,0,1,1,75,1,0,1,1,1,1,97.3,0,1,0,0,0,-0.545516,161,0,D
'University of the East',1,0,0,1,0,0,0,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,13.2,0,1,1,1,0,1,0,75,1,0,0,1,1,1,1.1,0,1,0,0,0,1.88193,19,0,D
'University of Constantine 1',1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1.66,0,1,0,0,0,0,0,75,1,0,1,1,1,1,61.1,0,1,0,0,0,2.93467,0,0,D
'Tsinghua University',1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,21,0,1,0,0,0,0,1,75,1,0,1,0,0,0,0,0,0,0,0,0,0.141762,3650,1,D
'University of L\'Aquila',1,0,0,1,0,0,0,1,1,0,1,1,8,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,19.65,0,1,0,0,0,0,0,75,1,0,1,0,0,0,100,0,1,1,0,0,0.326668,3650,1,D
'Peking University',0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,12.63,0,1,0,0,0,0,0,75,1,0,1,1,1,0,0,0,0,0,0,0,-0.00271701,15,0,D
'Shanghai Jiao Tong University',1,0,0,1,1,0,0,1,0,0,1,1,10,1,1,1,0,1,1,2,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,17.4,0,1,1,0,0,0,0,75,1,0,1,0,1,1,0,0,1,1,0,0,2.15203,6,0,D
'Zhejiang University',1,0,0,0,0,0,0,0,0,0,1,1,10,0,1,1,1,1,1,3,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,10.16,0,1,1,0,0,0,0,75,1,0,1,0,0,0,20,0,1,0,0,0,-0.346657,18,0,D
'University of Zilina',1,0,0,0,1,0,0,1,1,1,1,1,10,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,15.43,0,1,1,0,0,0,0,90,1,1129,0,1,1,0,91.7,0,1,1,0,7.02997,4.86418,39,0,D
'Pennsylvania State University',1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,21,0,0,0,0,0,0,0,90,1,1,1,1,1,1,90,0,1,1,0,0.693147,-0.390333,3650,1,D
'Maldives National University',1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,7.19,0,1,1,1,0,0,0,75,1,1,1,0,1,1,0,0,1,0,0,0.693147,2.39205,0,0,D
'Comenius University Bratislava',1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,21,0,1,1,0,0,0,0,75,1,0,1,1,1,0,36.8,0,1,0,0,0,0.247848,49,0,D
'University of Szeged',1,0,0,1,0,0,0,1,1,0,1,1,6,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,14.31,0,1,0,0,0,1,0,75,1,0,1,1,1,0,100,0,1,1,0,0,1.33144,40,0,D
'Meiji University',1,0,0,1,0,0,0,0,1,1,1,1,2,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,21,0,1,1,0,0,0,0,75,1,0,0,1,1,0,11.8,0,1,0,0,0,-0.107063,4,0,D
'Sun Yat-sen University',1,0,0,1,0,0,0,1,0,0,1,1,10,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,12.63,0,1,1,0,0,0,0,75,1,1,1,0,1,0,0,0,1,0,0,0.693147,0.700013,4,0,D
'Wuhan University',1,0,0,1,0,0,0,0,0,0,0,1,4,1,1,1,0,1,1,6,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,15.43,0,1,1,0,0,0,0,75,1,0,1,0,0,0,5.1,0,1,0,0,0,0.555333,4,0,D
'University of Nigeria Nsukka',1,0,0,1,0,1,0,0,1,1,1,1,10,1,1,1,1,1,1,5,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,8.86,0,1,0,0,0,0,0,90,1,0,1,1,1,1,54.7,0,1,0,0,0,-1.1117,0,0,D
'Covenant University',1,0,0,0,0,0,0,1,1,1,0,1,9,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,19.95,0,1,1,0,0,0,0,90,1,0,1,1,1,1,71.8,0,1,0,0,0,-0.347784,29,0,D
'Sungkyunkwan University',1,0,0,1,0,0,1,1,0,0,1,1,10,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,12.63,0,1,0,0,0,0,1,75,1,0,1,1,1,1,88.7,0,1,0,0,0,1.30883,3650,1,D
'Macquarie University',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,11.53,0,1,0,0,0,0,0,75,1,0,1,1,1,1,60,0,1,0,0,0,0.221322,3650,1,D
'Shandong University',1,0,0,1,0,0,0,0,0,0,1,1,8,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,21,0,1,0,0,0,0,0,75,1,0,1,0,0,0,0,0,0,0,0,0,0.100224,7,0,D
'Central South University',1,0,0,1,0,0,0,0,0,0,1,1,3,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,21,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2.4,0,0,0,0,0,-0.0408434,291,0,D
'Xiamen University',1,0,0,1,0,0,0,0,0,0,1,1,4,0,1,1,0,1,1,2,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,21,0,1,0,0,0,0,0,75,1,0,1,0,0,0,0,0,0,0,0,0,0.631385,4,0,D
'Southeast University',1,0,0,1,0,0,0,0,0,0,1,1,6,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,15.72,0,1,0,0,0,1,0,75,1,0,1,1,1,0,0,0,0,0,0,0,-0.146995,4,0,D
'Case Western Reserve University',1,0,0,0,0,0,0,1,0,0,1,1,10,1,0,1,0,1,1,7,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,21,0,1,1,0,0,0,0,100,1,0,0,1,1,1,59.4,0,1,0,0,0,0.44495,3650,1,D
'Kenyatta University',1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,5.33,0,1,1,0,0,0,0,90,1,0,0,1,1,1,18.8,0,1,0,0,0,1.62281,6,0,D
'University of Birmingham',1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,21,0,1,1,0,0,0,1,90,1,0,1,1,1,0,38.1,0,1,1,0,0,-1.38816,1,0,D
'Yunnan University',1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,21,0,1,0,0,0,0,0,75,0,0,1,1,0,0,77.3,0,0,0,0,0,1.00021,11,0,D
'University of Peradeniya',1,0,0,0,1,0,0,1,1,1,1,1,10,1,1,1,0,1,1,2,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,21,0,0,0,0,0,0,0,75,1,0,1,0,1,1,97.1,0,1,0,0,0,3.84468,5,0,D
'University of Sri Jayewardenepura',1,0,0,1,0,0,0,1,0,0,1,1,2,1,0,1,0,1,1,10,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,7.57,0,1,1,0,0,0,0,90,1,0,0,1,1,1,24.1,0,1,0,0,0,-0.410896,3650,1,D
'University of Ruhuna',1,0,0,1,0,0,0,1,0,0,1,1,10,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,12.63,0,1,1,0,0,0,1,90,1,0,1,1,1,0,84.6,0,1,0,0,0,-0.477866,228,0,D
'Hellenic Mediterranean University',1,0,0,1,1,0,0,0,0,0,0,1,8,1,1,1,1,1,1,3,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,5.74,0,1,1,0,0,1,0,90,1,0,1,1,1,0,51.9,0,1,1,0,0,1.14514,26,0,D
'Beijing Jiaotong University',1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,12.82,0,1,0,0,0,0,0,75,0,1,0,0,1,0,0,0,0,0,0,0.693147,-0.229268,3650,1,D
'University of Guanajuato',1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,12.63,0,0,0,0,0,0,0,75,1,2,0,1,1,1,90,0,1,0,0,1.09861,1.0241,3650,1,D
'Ocean University of China',1,0,0,0,0,0,0,1,0,0,1,1,10,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,21,0,1,0,0,0,0,0,75,0,2,1,1,1,0,0,0,0,0,0,1.09861,0.147381,82,0,D
'Kyushu University',1,0,0,1,1,0,0,0,0,0,1,1,8,1,1,1,1,1,1,4,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,12.63,0,1,1,0,0,0,0,75,1,0,1,1,1,0,30,0,1,0,0,0,0.361089,4,0,D
'University of Calgary',1,0,0,1,0,0,0,1,0,0,0,1,10,0,1,1,1,1,1,20,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,10.86,0,1,1,0,0,0,1,100,1,0,1,1,1,1,72.7,0,1,0,0,0,0.256638,0,0,D
'Swinburne University of Technology',1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,11.98,0,1,1,1,0,1,1,100,1,0,1,1,0,1,65.2,0,1,1,0,0,-0.150676,95,0,D
'Western Sydney University',1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,16,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,15.72,0,1,1,0,0,0,1,75,1,1,0,1,1,1,88.8,0,1,1,0,0.693147,0.443577,1,0,D
'Griffith University',0,0,0,1,0,1,1,1,0,0,1,1,3,0,1,1,0,0,1,2,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,21,0,1,0,0,0,0,0,75,1,0,1,1,1,1,0,0,1,0,0,0,0.298069,0,0,D
'University College London',1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,17.4,0,1,1,0,0,1,0,100,1,0,1,1,1,1,100,0,1,1,0,0,-1.34548,0,0,D
'University of Windsor',1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,12.63,0,1,0,0,0,0,0,75,1,0,1,0,1,1,65,0,1,1,0,0,1.551,3650,1,D
'University of Louisville',1,0,0,1,0,0,0,0,1,1,0,1,5,0,1,1,1,1,1,13,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,12.63,0,1,1,0,0,0,0,100,1,0,1,0,1,1,76.9,0,1,1,0,0,0.859277,22,0,D
'Montana State University',1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,12.63,0,1,1,0,0,0,0,75,1,0,1,1,1,1,92.1,0,1,1,0,0,-0.602055,3650,1,D
'Pontifical Catholic University of Chile',1,0,0,1,1,0,0,0,1,1,0,1,4,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,15.43,0,1,0,0,0,1,0,100,1,0,1,1,1,1,70.4,0,1,0,0,0,-0.145409,3650,1,D
'Colorado State University',1,0,0,1,0,0,0,0,0,0,1,1,3,0,0,1,1,1,1,10,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,21,0,1,0,0,0,0,0,90,1,0,1,1,1,1,89.7,0,1,1,0,0,-0.241797,3650,1,D
'Newcastle University',1,0,0,1,0,0,0,1,0,0,1,1,10,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,8.59,0,1,1,1,0,1,1,75,1,0,1,1,0,1,98.5,0,1,1,0,0,-0.0993138,1,0,D
'University of Bucharest',1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,14.72,0,1,1,0,0,0,0,90,1,0,1,0,1,1,32.7,0,1,1,0,0,1.50001,0,0,D
