% University Website Quality - CSE 4112 Machine Learning Laboratory, KUET
%
% 1225 university landing pages, 71 predictive attributes.
% 60 attributes are nominal {0,1} presence flags; 11 are numeric counts, percentages, ratios or z-scores.
% Identifier columns (uni_id, name, url, country, region) are excluded on purpose so no
% model can memorise a university; index_*.csv maps instance number back to the name.
% All 22 Bangladeshi universities are in the test split and none is in train.
% There are no missing values: they were imputed during dataset construction and every
% imputed column carries a companion *_was_missing flag.
%
% Relation: website_quality_train_named
% Instances: 981
% Target attribute: website_score (numeric, 0-100)
%
% Attribute 1 is the university name, present only so Weka can label its
% predictions. It must NOT reach the model: wrap the scheme in
%   weka.classifiers.meta.FilteredClassifier
%     -F "weka.filters.unsupervised.attribute.Remove -R 1"
% and set 'Output predictions' to also output attribute 1.

@relation website_quality_train_named

@attribute university string
@attribute a01_logo {0,1}
@attribute a02_primary_nav {0,1}
@attribute a03_nav_item_count numeric
@attribute a04_search_bar {0,1}
@attribute a05_language_toggle {0,1}
@attribute a06_breadcrumb {0,1}
@attribute a07_qs_badge {0,1}
@attribute a09_national_rank {0,1}
@attribute a11_accreditation {0,1}
@attribute a12_accred_count numeric
@attribute a13_achievements {0,1}
@attribute a14_stats_block {0,1}
@attribute a15_stat_item_count numeric
@attribute a16_notice_board {0,1}
@attribute a17_notice_timestamp {0,1}
@attribute a20_news_events {0,1}
@attribute a21_calendar_link {0,1}
@attribute a22_admission_notice {0,1}
@attribute a23_upcoming_events {0,1}
@attribute a24_event_count numeric
@attribute a25_event_images {0,1}
@attribute a26_event_captions {0,1}
@attribute a27_event_datetime {0,1}
@attribute a28_contests {0,1}
@attribute a29_video_content {0,1}
@attribute a30_image_gallery {0,1}
@attribute a31_social_feed_embed {0,1}
@attribute a32_vision_mission {0,1}
@attribute a33_about_blurb {0,1}
@attribute a34_department_links {0,1}
@attribute a35_faculty_link {0,1}
@attribute a36_research_highlight {0,1}
@attribute a37_programs_listing {0,1}
@attribute a38_scholarship {0,1}
@attribute a39_library_link {0,1}
@attribute a40_career_link {0,1}
@attribute a41_alumni_link {0,1}
@attribute a42_faq_link {0,1}
@attribute a43_contact_link {0,1}
@attribute a44_student_portal {0,1}
@attribute a45_prospectus {0,1}
@attribute a46_admissions_policy {0,1}
@attribute a47_footer_contact {0,1}
@attribute a48_footer_sitemap {0,1}
@attribute a49_copyright_line {0,1}
@attribute a50_social_links {0,1}
@attribute a51_quick_links {0,1}
@attribute a53_contrast_ratio numeric
@attribute a53_contrast_ratio_was_missing {0,1}
@attribute a54_banner_carousel {0,1}
@attribute a57_logo_prominence {0,1}
@attribute a58_live_chat {0,1}
@attribute a59_feedback_form {0,1}
@attribute a60_trust_seal {0,1}
@attribute a61_testimonials {0,1}
@attribute a63_mobile_score numeric
@attribute a65_https {0,1}
@attribute a66_broken_links numeric
@attribute a67_gzip {0,1}
@attribute a69_title_meta {0,1}
@attribute a70_favicon {0,1}
@attribute a71_sitemap_robots {0,1}
@attribute a72_alt_text_pct numeric
@attribute a72_alt_text_pct_was_missing {0,1}
@attribute a73_accessible_design {0,1}
@attribute a74_a11y_toggle {0,1}
@attribute a75_bookmark {0,1}
@attribute broken_links_log numeric
@attribute load_time_z_region numeric
@attribute notice_recency_days numeric
@attribute notice_recency_days_was_missing {0,1}
@attribute website_score numeric

@data
'University of Bremen',1,1,3,1,1,0,0,1,1,1,1,1,10,0,1,1,1,1,1,20,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,16.1,0,1,1,0,0,1,1,90,1,0,1,1,1,0,89.1,0,1,1,0,0,-0.887897,12,0,84.78
'San Francisco de Quito University',1,1,5,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,12,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,15.43,0,1,0,0,0,0,0,100,1,0,1,1,1,1,95.9,0,1,0,0,0,-0.47625,0,0,84.73
'Massey University',1,1,19,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,16.29,0,1,0,0,0,0,0,90,1,0,1,1,1,1,57.1,0,1,0,0,0,-1.03171,0,0,84.72
'University of Bordeaux',1,1,1,1,1,0,0,0,1,0,1,1,6,1,1,1,1,1,1,16,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,19.85,0,1,1,0,0,0,0,100,1,0,1,1,1,0,15.6,0,1,1,0,0,-1.32268,0,0,84.71
'Aarhus University',1,1,5,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,18.16,0,1,1,0,0,1,0,75,1,1,1,1,1,0,16.7,0,1,1,0,0.693147,-0.403883,8,0,84.7
'University of Tasmania',1,1,6,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,21,0,1,1,0,0,0,1,75,1,0,1,1,1,1,83.3,0,1,1,0,0,-0.0265138,0,0,84.69
'Barnard College',1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,21,0,1,1,0,0,0,1,90,1,0,1,1,1,0,28.6,0,1,1,0,0,0.296828,0,0,84.69
'Gujarat University',1,1,8,1,1,0,0,1,0,0,1,1,10,1,1,1,0,1,0,5,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,7.94,0,1,1,0,0,0,1,75,1,0,1,1,1,0,23.6,0,1,1,0,0,-0.115806,12,0,84.47
'University of Pennsylvania',1,1,6,1,0,0,0,0,0,0,1,1,3,1,1,1,0,1,1,11,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,21,0,1,0,0,0,0,0,100,1,0,1,1,1,1,100,0,1,1,0,0,-0.372725,0,0,84.45
'Institute of Business Administration Karachi',1,1,5,1,0,0,0,0,1,1,1,1,6,0,1,1,1,1,1,6,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,5.74,0,1,0,0,0,1,0,75,1,0,1,1,0,0,88.9,0,1,0,0,0,-0.728309,14,0,84.42
'Edith Cowan University',1,1,5,1,0,1,0,1,0,0,1,1,3,0,1,1,0,1,1,7,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,21,0,1,1,1,0,0,1,100,1,0,1,1,1,1,19.4,0,1,1,0,0,-0.548746,0,0,84.29
'University of Wuerzburg',1,1,6,1,1,0,0,1,1,0,1,1,3,1,1,1,1,1,1,7,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,7,0,1,1,0,0,1,0,75,1,0,1,0,1,0,73.8,0,1,1,0,0,-0.346413,0,0,84.24
'Kwame Nkrumah University of Science and Technology',1,1,8,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,4.83,0,1,1,0,0,0,0,75,1,3,1,0,1,1,35,0,1,0,0,1.38629,2.52291,4,0,84.24
'Lovely Professional University',1,1,3,1,1,0,0,1,1,1,1,1,7,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,20.62,0,1,1,0,0,0,1,90,1,0,1,1,1,1,91.4,0,1,0,0,0,-1.10927,3650,1,84.18
'University of Vigo',1,1,3,1,1,0,1,1,1,1,1,1,10,1,1,1,1,1,1,8,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,21,0,1,1,0,0,0,0,75,1,0,1,1,1,0,78.9,0,1,1,0,0,-0.0674318,0,0,84.16
'Concordia University',1,1,5,1,1,0,0,1,0,0,1,1,2,1,1,1,1,1,1,7,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,21,0,1,1,0,0,1,0,75,1,0,1,1,1,1,86.7,0,1,1,0,0,2.40658,5,0,84.16
'University of New South Wales',1,1,5,1,0,1,1,1,0,0,1,1,3,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,17.9,0,1,1,1,1,1,0,100,1,0,1,1,1,1,44.1,0,1,1,0,0,-1.10275,3650,1,84.05
'Bharathiar University',1,1,11,1,1,0,1,1,0,0,1,1,10,1,1,1,1,1,1,20,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,17.4,0,1,1,1,0,0,0,75,1,0,1,0,1,1,98.4,0,1,1,0,0,2.09158,0,0,83.97
'University of Nairobi',1,1,6,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,6,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,4.48,0,1,1,1,0,1,0,75,1,0,0,0,1,1,34.6,0,1,0,0,0,0.502527,27,0,83.97
'Central University of Kerala',1,1,11,0,0,0,0,0,0,0,1,1,9,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,15.43,0,1,1,0,0,0,0,75,1,1,1,1,1,1,59.2,0,1,1,0,0.693147,-0.0877803,0,0,83.94
'Technical University of Munich',1,1,7,1,1,0,0,1,1,0,1,1,2,0,1,1,1,1,1,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,16.15,0,0,0,0,0,1,0,100,1,0,1,1,1,0,20.8,0,1,1,0,0,0.747467,0,0,83.9
'Georgetown University',0,1,5,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,12,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,21,0,1,0,0,0,0,1,75,1,0,1,0,1,1,84.8,0,1,1,0,0,-0.213002,5,0,83.82
'California Polytechnic State University',1,1,3,1,0,0,0,1,0,0,1,1,4,1,1,1,1,1,1,14,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,17.78,0,1,1,0,0,1,0,100,1,0,1,1,1,1,92.3,0,1,1,0,0,-1.16347,0,0,83.82
'ENS de Lyon',1,1,20,1,1,0,0,1,1,2,1,1,10,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,21,0,1,1,0,0,0,0,75,1,0,1,0,1,0,91.4,0,1,1,0,0,1.92258,0,0,83.8
'Masaryk University',1,1,2,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,16,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,20.12,0,1,1,0,0,0,0,90,1,0,1,1,1,1,100,0,1,1,0,0,0.286541,3650,1,83.71
'University of San Francisco',1,1,6,1,0,0,0,1,0,0,1,1,8,1,1,1,1,1,1,11,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,21,0,1,0,0,0,0,0,90,1,0,1,1,1,1,71.9,0,1,1,0,0,0.0927718,0,0,83.64
'Slovak University of Agriculture in Nitra',1,1,8,1,0,0,0,1,1,1,1,1,9,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,21,0,1,1,0,0,0,0,75,1,1,1,0,0,0,54.2,0,1,0,0,0.693147,-0.528528,29,0,83.63
'University of California, Davis',1,1,6,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,21,0,1,0,0,0,0,0,100,1,0,1,0,1,1,100,0,1,1,0,0,0.0579683,8,0,83.5
'Technical University of Berlin',1,1,3,1,1,0,0,1,0,0,1,1,9,1,1,1,1,1,1,13,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,21,0,1,1,0,0,1,0,100,1,0,1,1,1,0,82.4,0,1,1,0,0,-0.968162,4,0,83.47
'Columbia University',1,1,7,1,0,0,0,0,0,0,1,1,6,1,1,1,1,1,1,20,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,7.02,0,1,1,1,0,0,0,75,1,0,1,0,1,0,98.2,0,1,1,0,0,-1.19599,0,0,83.44
'University of Trieste',1,1,7,1,1,0,0,0,0,0,0,1,6,1,1,1,1,1,1,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1.3,0,1,1,0,0,0,0,100,1,0,1,1,1,0,96.4,0,1,1,0,0,0.262358,0,0,83.38
'University of Kent',1,1,20,1,0,1,0,1,1,1,1,1,10,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,21,0,1,0,1,0,1,1,90,1,0,1,1,1,1,98.3,0,1,1,0,0,0.254239,3650,1,83.33
'Lingnan University',1,1,8,1,1,0,1,1,1,1,1,1,5,1,1,1,0,1,1,7,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,17.4,0,1,1,0,0,0,0,100,1,0,1,1,1,1,93.1,0,1,1,0,0,1.49244,0,0,83.32
'Technical University of Kenya',1,1,8,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,4,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,21,0,1,1,0,0,1,0,75,1,0,1,1,1,1,100,0,1,0,0,0,-0.792083,0,0,83.2
'University of Burgundy',1,1,10,1,1,0,0,1,0,0,1,1,10,0,1,1,1,1,0,15,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,21,0,1,1,0,0,0,1,75,1,0,1,1,1,0,76.9,0,1,1,0,0,0.579906,25,0,82.93
'University of Auckland',0,1,2,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,6,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,8.84,0,0,0,1,0,0,0,100,1,0,1,1,1,1,83.3,0,1,1,0,0,-0.151165,3650,1,82.9
'Semmelweis University',1,1,6,1,1,0,0,1,0,0,1,1,10,0,1,1,1,1,1,3,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,15.87,0,1,1,0,0,0,0,90,1,2,1,1,1,1,16.2,0,1,0,0,1.09861,1.02333,46,0,82.85
'University of Tokyo',1,1,7,1,1,0,0,0,0,0,1,1,2,1,1,1,1,1,1,6,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,21,0,1,1,0,0,0,0,75,1,4,0,1,1,0,56.6,0,1,0,0,1.60944,-0.127531,0,0,82.8
'University of Marburg',1,1,6,1,1,0,0,0,0,0,0,1,10,0,1,1,1,1,1,6,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,12.63,0,1,1,0,0,1,1,90,1,0,1,1,1,0,2.3,0,1,1,0,0,0.037209,1,0,82.78
'Leipzig University',1,1,5,1,1,0,0,1,1,1,1,1,10,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,12.64,0,1,1,0,0,1,0,100,1,0,1,1,1,0,100,0,1,1,0,0,0.790146,0,0,82.77
'Scuola Normale Superiore di Pisa',1,1,4,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,9,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,14,0,1,1,0,0,0,0,75,1,0,0,0,1,0,100,0,1,1,0,0,-1.20889,0,0,82.75
'University of Venda',1,1,8,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,20,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,5.74,0,1,1,0,0,0,1,90,1,0,1,0,1,1,30.7,0,1,0,0,0,1.99811,0,0,82.71
'University of Victoria',1,1,6,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,15.43,0,1,1,1,0,0,0,100,1,0,1,1,1,1,100,0,1,1,0,0,-0.634579,0,0,82.63
'Northwestern University',1,1,6,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,13.19,0,1,1,1,0,1,0,75,1,0,1,1,1,1,97.2,0,1,1,0,0,-0.305604,23,0,82.59
'University of Bern',1,1,7,1,1,0,0,1,1,0,1,1,2,1,1,1,1,1,1,2,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,5.74,0,1,1,0,0,1,1,75,1,0,0,1,1,1,79.2,0,1,0,0,0,4.59436,0,0,82.48
'University of Muenster',1,1,2,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,21,0,1,1,0,0,0,0,100,1,0,1,1,1,0,94.1,0,1,1,0,0,-0.601029,1,0,82.48
'Seoul National University',1,1,20,1,0,0,0,0,0,0,1,1,7,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,15.43,0,1,1,0,0,0,0,75,1,0,0,0,1,1,52.9,0,1,0,0,0,1.50287,0,0,82.44
'Tohoku University',1,1,7,1,1,0,0,0,0,0,0,1,8,1,1,1,1,1,1,7,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,21,0,1,1,1,0,0,0,100,1,1,0,1,1,0,59.2,0,1,0,0,0.693147,-0.729928,0,0,82.41
'University of Galway',0,1,8,1,0,1,1,1,1,1,1,1,8,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,6.03,0,0,0,0,0,0,1,75,1,0,1,1,1,0,78,0,1,1,0,0,0.394642,7,0,82.39
'ETH Zurich',1,1,7,1,1,0,0,0,0,0,1,1,6,1,1,1,1,1,1,8,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,21,0,1,0,0,0,1,1,100,1,0,1,0,1,0,27.6,0,1,1,0,0,1.68421,0,0,82.21
'Technical University of Darmstadt',1,1,4,1,1,0,1,1,0,0,1,1,10,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,12.79,0,1,1,0,0,0,0,100,1,0,0,1,1,0,12,0,1,1,0,0,-0.796235,0,0,82.11
'Indian Institute of Technology BHU Varanasi',1,1,11,0,1,0,0,1,0,0,1,1,10,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,15.43,0,1,0,0,0,0,0,75,1,1,1,0,1,1,84.1,0,1,1,0,0.693147,0.292854,18,0,82.1
'Moi University',1,1,7,1,0,0,0,0,1,0,1,1,2,1,1,1,1,1,1,20,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,13.58,0,1,1,0,0,0,0,90,1,0,1,0,1,0,38.5,0,1,0,0,0,0.159626,0,0,82.07
'York University',1,1,3,1,0,0,0,1,1,1,0,1,4,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,15.43,0,1,1,0,0,1,1,90,1,0,1,1,1,1,14.6,0,1,1,0,0,0.345511,11,0,82.03
'University of Regensburg',1,1,3,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,3,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,21,0,1,1,0,0,1,0,75,1,0,1,1,1,0,14.3,0,1,1,0,0,-0.704088,1,0,81.96
'Georgia Institute of Technology',1,1,7,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,21,0,1,1,1,0,0,0,75,1,1,0,1,1,1,85.7,0,1,1,0,0.693147,-0.275565,15,0,81.92
'FAST National University Pakistan',1,1,13,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,21,0,1,1,0,0,1,0,75,1,7,1,0,1,0,20.6,0,0,0,0,2.07944,-0.0146189,134,0,81.84
'University of Cape Town',1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,8,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,2.73,0,1,1,1,0,0,0,75,1,0,1,1,1,0,100,0,1,0,0,0,2.96384,0,0,81.82
'Auckland University of Technology',1,1,4,1,0,0,0,1,0,0,1,1,7,0,0,1,0,1,1,4,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,20.37,0,1,0,0,0,1,0,90,1,0,1,1,1,1,94.3,0,1,0,0,0,-0.954311,3650,1,81.81
'Hong Kong University of Science and Technology',1,1,2,1,1,0,1,1,1,0,1,1,10,0,1,1,1,1,1,17,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,15.23,0,1,1,0,0,0,1,90,1,0,1,1,1,1,100,0,1,1,0,0,-0.445184,0,0,81.8
'University of Queensland',1,1,4,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,11.53,0,1,1,0,0,0,1,100,1,1,1,1,1,1,94.4,0,1,1,0,0.693147,-0.36071,3650,1,81.79
'PSL University',1,1,6,1,1,0,0,1,1,0,1,1,7,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,21,0,1,1,0,0,0,1,75,1,0,1,0,1,0,95.3,0,1,1,0,0,-0.210375,13,0,81.78
'Indiana University Bloomington',0,1,9,1,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,11.22,0,1,0,1,0,1,0,100,1,0,1,1,1,1,61.9,0,1,1,0,0,0.290613,56,0,81.77
'University of Kerala',0,1,13,1,0,0,1,1,1,1,1,1,3,0,1,1,1,1,1,5,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,12.63,0,1,0,0,0,0,0,75,1,2,1,0,0,0,95.9,0,1,0,0,1.09861,0.00574895,4,0,81.76
'University of Utah',1,1,8,1,0,0,0,1,0,0,1,1,3,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,13.47,0,1,0,1,0,0,1,75,1,0,1,1,1,0,68.8,0,1,1,0,0,0.278805,6,0,81.76
'IIIT Gwalior',1,1,9,1,0,0,0,1,0,0,0,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,15.43,0,1,1,0,0,1,0,75,1,0,0,0,1,1,100,0,1,0,0,0,-0.0529105,0,0,81.74
'University of Salzburg',1,1,4,1,1,1,0,0,1,1,1,1,5,1,1,1,0,1,1,12,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,9.07,0,1,1,0,0,1,0,90,1,0,1,1,1,0,84.2,0,1,0,0,0,0.247934,12,0,81.69
'University of Rochester',1,1,6,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,21,0,1,1,1,0,0,0,75,1,0,1,1,1,1,86.4,0,1,1,0,0,-0.888147,3650,1,81.68
'University of Girona',1,1,5,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,5,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,15.24,0,1,1,0,0,0,0,75,1,0,1,1,0,0,36.4,0,1,1,0,0,-1.43119,10,0,81.67
'Dibrugarh University',1,1,9,0,0,0,0,0,0,0,1,1,10,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,21,0,1,0,0,0,0,0,75,1,0,1,1,1,1,100,0,1,1,0,0,-0.139433,742,0,81.65
'Maharaja Sayajirao University of Baroda',1,1,11,1,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,5,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,21,0,1,1,0,0,0,0,75,1,4,1,1,1,0,15.3,0,1,0,0,1.60944,-0.446418,4,0,81.63
'Rutgers University',0,1,4,1,0,0,0,1,1,1,1,1,10,1,1,1,1,1,1,14,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,9.74,0,1,0,0,0,0,0,90,1,0,0,1,1,1,100,0,1,1,0,0,3.57415,0,0,81.61
'University of Oxford',1,1,3,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,9,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,5.47,0,1,1,0,0,1,0,100,1,0,1,1,1,1,90.9,0,1,1,0,0,-0.794538,1,0,81.58
'University of Alberta',0,1,5,1,1,0,0,1,0,0,1,1,8,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,14.45,0,1,0,1,0,0,1,90,1,2,1,1,1,1,50,0,1,0,0,1.09861,0.342818,3650,1,81.52
'Sri Lanka Institute of Information Technology',1,1,1,1,0,0,0,1,1,1,1,1,3,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,0,1,0,0,0,1,1,75,1,0,1,1,1,1,82.2,0,1,1,0,0,-1.01981,3650,1,81.51
